Date;Africa;Japan;Australia;Latinamerica;MiddleEast;Commodities;LongBond;ShortBond
03/01/2011;1,052,515;10228,92;510,97;1,299,356;175,71;744,57;149,149;129,415
04/01/2011;1,041,937;10398,1;504,85;1292,44;176,73;735,45;149,532;129,63
05/01/2011;1,031,373;10380,77;497,37;1300,64;177,09;740,63;148,486;129,529
06/01/2011;1,021,037;10529,76;496,75;1,279,567;177;732,55;147,912;129,381
07/01/2011;1,021,108;10541,04;496,47;1,275,432;177,14;728,74;148,791;129,871
10/01/2011;1,003,764;10541,04;493,35;1,266,495;176,43;732,79;148,665;129,945
11/01/2011;1,009,171;10510,68;489,9;1,270,273;177,19;742,59;148,247;129,623
12/01/2011;1,022,577;10512,8;495,51;1297,41;177,56;752,7;146,012;128,281
13/01/2011;1026,15;10589,76;505,59;1,289,178;177,37;751,07;146,448;128,153
14/01/2011;1,014,392;10499,04;501,8;1,285,606;177,15;750,81;146,92;128,133
17/01/2011;1,007,703;10502,86;500,96;1,282,727;176,56;750,81;146,86;128,16
18/01/2011;1006,25;10518,98;506;1,291,159;177,23;753,94;145,922;127,395
19/01/2011;993,973;10557,1;512,64;1,277,931;176,54;750,61;145,45;127,368
20/01/2011;968,103;10437,31;497,52;1,262,469;176,08;744,54;144,243;126,871
21/01/2011;976,09;10274,52;497,92;1,261,126;176;749,78;144,195;126,636
24/01/2011;980,2;10345,11;504,59;1,268,439;177,25;748,54;144,53;126,891
25/01/2011;966,668;10464,42;504,83;1,264,919;176,83;736,58;144,59;127,086
26/01/2011;965,163;10401,9;505,58;1,262,419;176,77;749,85;143,233;126,529
27/01/2011;966,929;10478,66;504,81;1251,55;176,18;749,27;142,904;126,348
28/01/2011;933,634;10360,34;500,63;1,223,329;171,53;757;143,914;126,723
31/01/2011;924,155;10237,92;500,45;1,226,573;172,39;770,42;143,914;126,817
01/02/2011;936,417;10274,5;508,05;1,256,836;171,52;776,19;142,325;126,2
02/02/2011;947,514;10457,36;510,57;1,245,445;173,3;780,71;141,727;125,945
03/02/2011;939,12;10431,36;514,81;1,238,774;173,33;776,08;142,283;126,173
04/02/2011;949,133;10543,52;520,88;1,218,379;173,9;774,48;141,429;125,851
07/02/2011;939,068;10592,04;522,05;1,219,301;174,48;774,53;141,411;125,817
08/02/2011;950,044;10635,98;525,23;1,226,398;175,19;777,56;140,879;125,85
09/02/2011;941,375;10617,83;523,5;1,202,253;174,92;782,84;139,959;125,381
10/02/2011;922,932;10605,65;520,62;1,197,931;175,35;782,06;139,815;125,381
11/02/2011;937,239;10605,65;516,22;1,220,678;176,06;781,18;140,144;125,461
14/02/2011;933,082;10725,54;521,61;1,230,829;174,32;787,38;139,923;125,394
15/02/2011;935,704;10746,67;520,13;1,229,507;174,41;780,04;140,102;125,401
16/02/2011;941,269;10808,29;519,68;1,242,342;172,05;782,04;141,201;125,931
17/02/2011;946,238;10836,64;525,06;1247,32;171,33;786,92;142,235;126,515
18/02/2011;957,384;10842,8;526,62;1,250,098;166,61;786,92;141,936;126,286
21/02/2011;966,509;10857,53;522,4;1,239,873;166,47;786,92;142,666;126,582
22/02/2011;958,777;10664,7;514,46;1225,97;164,18;781,89;143,851;127,012
23/02/2011;946,823;10579,1;512,36;1224,19;164,81;789,82;144,294;127,092
24/02/2011;944,16;10452,71;512,44;1,225,873;165,02;785,9;144,533;127,213
25/02/2011;959,865;10526,76;519,03;1,235,433;164,69;799,04;144,186;126,985
28/02/2011;975,42;10624,09;519,76;1,247,071;161,54;804,73;144,09;126,958
01/03/2011;966,401;10754,03;518,59;1,231,943;160,05;810,84;143,611;126,662
02/03/2011;979,699;10492,38;516,49;1,245,519;154,28;816,69;143,3;126,622
03/03/2011;980,86;10586,02;515,21;1,261,294;154,4;819,57;141,289;125,56
04/03/2011;982,226;10693,66;520,3;1,265,514;155,62;823,56;141,432;125,52
07/03/2011;986,3;10505,02;515,3;1,256,973;154,99;815,36;141,385;125,56
08/03/2011;974,215;10525,19;513,16;1,255,911;158,13;809,35;140,738;125,52
09/03/2011;979,886;10589,5;509,74;1,242,613;161,33;805,53;141,157;125,614
10/03/2011;950,969;10434,38;496,99;1,215,813;163,07;794,59;142,174;125,977
11/03/2011;963,896;10254,43;494,17;1,224,382;167,24;788,67;143,288;126,474
14/03/2011;964,489;9620,49;492,62;1228,76;165,04;787,96;142,653;126,111
15/03/2011;926,357;8605,15;473,87;1,221,434;162,34;760,83;145,011;127,333
16/03/2011;933,522;9093,72;474,31;1,202,438;160,2;762,96;145,394;127,495
17/03/2011;924,462;8962,67;472,9;1,205,777;161,44;787,43;143,515;127,145
18/03/2011;928,587;9206,75;486,93;1,213,521;162,02;794,66;142,617;126,877
21/03/2011;935,757;9206,75;493,53;1,223,084;163,15;798,13;141,384;126,245
22/03/2011;953,023;9608,32;497,33;1,238,516;163,87;804,23;140,714;125,842
23/03/2011;952,361;9449,47;497,7;1,248,626;163,79;807,08;141,36;126,205
24/03/2011;975,377;9435,01;508,48;1,253,454;163,59;811,94;140,498;126,07
25/03/2011;975,674;9536,13;516,35;1,254,032;164,25;811,24;139,912;125,761
28/03/2011;966,867;9478,53;514,74;1,243,366;163,74;801,23;139,54;125,506
29/03/2011;980,744;9459,08;515,68;1,246,932;163,93;803,96;139,145;125,251
30/03/2011;1,003,993;9708,79;526,1;1,269,337;163,4;801,02;138,918;125,049
31/03/2011;1,007,984;9755,1;529,45;1,287,711;162,94;815,01;138,882;124,942
01/04/2011;1,022,924;9708,39;533,55;1,304,294;163,19;818,47;138,236;124,633
04/04/2011;1,025,175;9718,89;535,33;1,309,947;163,85;825,44;138,271;124,687
05/04/2011;1,025,017;9615,55;536,42;1,315,294;164,05;829,33;137,9;124,633
06/04/2011;1,040,983;9584,37;542,97;1,312,018;165,31;832,05;136,907;124,31
07/04/2011;1,035,055;9590,93;544,22;1,310,851;166,26;840,78;136,44;124,122
08/04/2011;1,039,516;9768,08;551,33;1,315,941;167,08;863,28;135,434;123,665
11/04/2011;1,033,906;9719,7;555,77;1,308,694;168,8;866,34;135,027;123,491
12/04/2011;1,008,337;9555,26;543,18;1,280,677;168,15;853,29;135,841;123,921
13/04/2011;1,003,578;9641,18;547,31;1,275,363;167,99;861,13;136,308;124,001
14/04/2011;992,608;9653,92;544,68;1,271,675;168,5;859,45;136,835;124,256
15/04/2011;985,317;9591,52;541,88;1,282,843;167,99;864,22;137,541;124,498
18/04/2011;956,25;9556,65;538,48;1,248,423;168,25;857,92;139,684;125,707
19/04/2011;973,042;9441,03;532,72;1,270,035;168,29;860,92;139,731;125,721
20/04/2011;1,005,358;9606,82;548,95;1,295,931;169,5;871,5;139,049;125,452
21/04/2011;1,016,759;9685,77;558,68;1,298,715;169,79;877,02;139,181;125,68
22/04/2011;1,016,844;9682,21;558,68;1,298,715;168,29;877,02;139,181;125,68
25/04/2011;1,014,516;9671,96;556,63;1,295,115;168,71;879,48;139,181;125,68
26/04/2011;1,023,952;9558,69;559,76;1,303,672;168,49;874,23;139,923;126,07
27/04/2011;1,029,566;9691,84;556,17;1,290,386;169,5;869,67;139,3;125,828
28/04/2011;1,035,765;9849,74;562,58;1,273,065;170,13;867,06;140,174;126,15
29/04/2011;1049,93;9849,74;558,01;1,291,163;169,74;876,23;141,012;126,459
02/05/2011;1,054,945;10004,2;561,22;1,281,158;170,27;869,98;141,096;126,459
03/05/2011;1,026,695;10004,2;551,04;1,248,156;170,21;861,52;140,76;126,325
04/05/2011;1,007,035;10004,2;540,22;1233,66;169,7;845,04;139,958;126,029
05/05/2011;985,155;10004,2;534,76;1,219,636;169,24;805,26;140,509;126,446
06/05/2011;1,003,015;9859,2;539,28;1,237,183;168,63;797,87;142,293;127,373
09/05/2011;982,61;9794,38;538,91;1,230,622;168,39;813,68;143,431;127,911
10/05/2011;992,809;9818,76;539,88;1,245,175;169,28;823,76;143,191;127,87
11/05/2011;979,755;9864,26;543,5;1,224,487;169,39;799,08;142,952;127,736
12/05/2011;956,127;9716,65;526,39;1,215,827;168,93;796,76;143,359;128,018
13/05/2011;956,871;9648,77;527,56;1,199,257;166,94;795,21;143,539;128,099
16/05/2011;966,87;9558,3;521,15;1,202,494;167,02;792,4;143,275;128,099
17/05/2011;953,897;9567,02;521,48;1,201,621;167,03;790,16;143,167;128,058
18/05/2011;962,918;9662,08;525,22;1,206,795;166,92;811,02;143,144;128,018
19/05/2011;972,611;9620,82;532,47;1,203,415;167,03;801,88;142,916;127,87
20/05/2011;965,67;9607,08;530,34;1,204,787;166,83;806,28;143,778;128,381
23/05/2011;941,533;9460,63;514,59;1,189,818;164,78;795,05;145,144;129,066
24/05/2011;957,865;9477,17;515,19;1,207,964;163,67;801,99;144,461;128,649
25/05/2011;950,77;9422,88;507,76;1207,21;162,87;816,25;144,593;128,797
26/05/2011;960,225;9562,05;519,8;1,222,232;163,07;815,57;145,203;129,052
27/05/2011;984,144;9521,94;527,48;1,238,461;162,66;823,08;145,91;129,388
30/05/2011;980,736;9504,97;525,72;1,236,161;163,27;823,08;146,066;129,415
31/05/2011;1,003,927;9693,73;528,83;1,250,086;164,21;828,13;145,059;128,904
01/06/2011;1,005,223;9719,61;531,02;1,232,857;164,37;819,88;145,347;129,031
02/06/2011;1000,95;9555,04;515,98;1,242,826;163,15;818,56;145,407;129,284
03/06/2011;995,039;9492,21;516,33;1,241,819;161,8;822,39;144,628;128,866
06/06/2011;988,324;9380,35;516,32;1,215,379;163,11;816,2;145,047;129,005
07/06/2011;999,25;9442,95;515,62;1224,31;163,18;819,81;143,802;128,524
08/06/2011;992,526;9449,46;507,51;1,218,798;162,92;824,77;143,981;128,587
09/06/2011;989,301;9467,15;508,69;1,220,924;163,9;830,95;144,281;128,841
10/06/2011;972,445;9514,44;507,06;1204,77;163,9;824,52;145,191;129,435
13/06/2011;970,885;9448,21;507,84;1,199,308;164,35;818,4;145,526;129,726
14/06/2011;973,378;9547,79;516,18;1,212,294;164,84;823;144,424;129,245
15/06/2011;964,919;9574,32;513,19;1,197,733;166;805,64;144,592;129,473
16/06/2011;956,626;9411,28;496,93;1,177,256;165,18;798,29;145,059;130,106
17/06/2011;957,867;9351,4;501,17;1,183,831;165,29;796,39;144,292;129,777
20/06/2011;960,256;9354,32;495,27;1,185,264;163,31;794,5;144,029;129,891
21/06/2011;971,788;9459,66;503,18;1,197,941;163,46;798,39;142,675;129,562
22/06/2011;963,469;9629,43;507,02;1,200,145;163,06;797,72;142,34;129,751
23/06/2011;934,779;9596,74;496,15;1,194,364;162,55;780,4;143,969;130,372
24/06/2011;939,513;9678,71;498,84;1,190,236;162,22;777,33;144,711;130,815
27/06/2011;947,231;9578,31;490,39;1,193,015;162,32;773,23;143,609;130,599
28/06/2011;959,378;9648,98;495,13;1,218,758;162,16;786,91;142,651;130,194
29/06/2011;969,554;9797,26;507,59;1,230,985;162,72;799,81;141,25;129,435
30/06/2011;983,261;9816,09;519,64;1,241,134;162,8;794,55;140,567;129,182
01/07/2011;987,583;9868,07;519,07;1,258,794;163,45;788,7;141,185;128,979
04/07/2011;996,824;9965,09;521,24;1,263,787;164,04;788,7;142,019;129,08
05/07/2011;998,531;9972,46;517,87;1,251,223;164,71;801,42;142,699;129,118
06/07/2011;991,634;10082,48;518,18;1242,71;164,21;799,45;144,739;129,903
07/07/2011;1,004,351;10071,14;522,37;1,246,352;164,6;816,17;144,291;129,713
08/07/2011;989,16;10137,73;525,84;1,229,689;164,92;814,15;146,423;130,612
11/07/2011;965,801;10069,53;513,07;1,201,213;163,77;806,62;151,939;132,371
12/07/2011;963,163;9925,92;501,68;1,194,586;162,64;817,9;152,171;133,017
13/07/2011;979,951;9963,14;511,86;1,212,797;163,78;829,84;149,637;132,257
14/07/2011;977,37;9936,12;507,4;1,198,916;163,5;822,22;149,297;132,219
15/07/2011;980,394;9974,47;501,15;1,195,334;162,88;824,86;150,502;132,459
18/07/2011;958,456;9974,47;497,59;1,180,464;160,3;821,18;152,279;133,156
19/07/2011;968,302;9889,72;503,28;1,194,496;160,31;829,49;150,594;132,662
20/07/2011;972,559;10005,9;514,28;1,191,483;160,05;827,88;147,968;131,902
21/07/2011;986,437;10010,39;519,76;1,211,411;161;825;145,372;130,966
22/07/2011;982,494;10132,11;526,22;1,213,505;160,8;833,3;145,495;130,915
25/07/2011;988,941;10050,01;517,02;1,216,646;159,69;829,26;146,777;131,636
26/07/2011;995,994;10097,72;526,93;1,216,556;160,89;836,81;148,122;132,041
27/07/2011;984,907;10047,19;527,07;1,184,597;160,17;834,19;150,501;132,864
28/07/2011;976,26;9901,35;518,05;1,192,786;159,36;831,19;151,289;133,294
29/07/2011;971,435;9833,03;511,72;1,197,358;159,08;825,44;152,757;134,066
01/08/2011;979,959;9965,01;519,32;1,194,319;159,77;822,5;154,117;134,661
02/08/2011;967,853;9844,59;505,77;1,163,298;160,78;827,58;156,404;135,775
03/08/2011;957,682;9637,14;487,77;1,138,648;160,39;816,74;157,346;135,737
04/08/2011;916,264;9659,18;475,34;1,080,206;161,33;795,79;158,752;136,471
05/08/2011;911,368;9299,88;450,11;1,073,633;156,72;787,79;157,887;136,041
08/08/2011;870,96;9097,56;431,67;984,217;156,32;766,62;160,142;136,8
09/08/2011;840,275;8944,48;431,15;1,004,217;154,21;764,02;158,86;136,623
10/08/2011;855,133;9038,74;445,28;1,021,531;154,84;772,47;160,883;137,584
11/08/2011;879,927;8981,94;446,41;1,048,402;153,9;786,88;160,929;137,635
12/08/2011;888,637;8963,72;451,97;1055,88;153,93;787,37;157,779;136,774
15/08/2011;908,478;9086,41;470,31;1,085,527;154,55;794,08;156,898;136,66
16/08/2011;902,714;9107,43;467,28;1,083,514;153,46;794,9;156,852;137,04
17/08/2011;912,615;9057,26;477,65;1,098,689;153,93;802,91;158,396;137,736
18/08/2011;879,387;8943,76;463,57;1,053,328;153,89;785,97;162,335;139,267
19/08/2011;889,712;8719,24;449,21;1,048,552;151,79;795,46;163,987;139,292
22/08/2011;887,849;8628,13;446,82;1,045,078;153,07;797,41;163,972;139,051
23/08/2011;878,863;8733,01;459,16;1,066,843;153,12;803,64;163,354;138,95
24/08/2011;880,929;8639,61;458,6;1,067,422;153,45;797,92;161,902;138,571
25/08/2011;871,757;8772,36;461,8;1,048,976;154,03;802,82;160,975;138,482
26/08/2011;882,425;8797,78;464;1,054,783;155,44;811,99;162,288;138,963
29/08/2011;923,072;8851,35;475,85;1,092,182;156,61;814,24;160,883;138,52
30/08/2011;921,491;8953,9;478,57;1,102,973;156,54;823,57;161,655;138,988
31/08/2011;951,689;8955,2;483,52;1,125,755;156,51;827,06;160,311;138,545
01/09/2011;954,609;9060,8;486,04;1,139,123;156,48;817,62;160,96;138,71
02/09/2011;933,878;8950,74;475,51;1,102,551;157,22;815,13;163,339;140,115
05/09/2011;915,397;8784,46;460,23;1,061,322;155,91;815,13;167,201;142,18
06/09/2011;903,095;8590,57;450,34;1,079,293;155,77;806,82;166,722;142,29
07/09/2011;926,762;8763,41;465,76;1,088,802;156,89;816,16;166,644;141,96
08/09/2011;937,203;8793,12;468,75;1,097,407;157,51;816,48;167,726;142,249
09/09/2011;910,804;8737,66;461,36;1,058,703;156,94;802,81;170,243;143,24
12/09/2011;880,138;8535,67;438,13;1,040,676;155,97;800,74;173,024;144,163
13/09/2011;889,878;8616,55;441,35;1,034,738;156,65;799,27;173,255;143,846
14/09/2011;893,109;8518,57;428,39;1,038,036;157,24;796,4;171,139;142,744
15/09/2011;900,227;8668,86;439,35;1,053,123;157,24;796,04;168,003;141,67
16/09/2011;901,298;8864,16;451,42;1,061,239;157,77;791,02;170,413;141,891
19/09/2011;870,605;8864,16;435,91;1,030,174;156,8;775,34;174,089;143,35
20/09/2011;881,982;8721,24;436,24;1,018,559;156,73;778,81;174,615;143,35
21/09/2011;858,316;8741,16;435,14;986,066;157,21;772,5;175,155;143,446
22/09/2011;803,889;8560,26;406,12;921,019;156,42;735,47;180,237;144,713
23/09/2011;788,483;8560,26;399,73;916,41;155,04;718,93;178,172;144,52
26/09/2011;799,361;8374,13;391,84;936,888;154,98;718,35;175,867;143,157
27/09/2011;848,458;8609,95;417,11;970,252;155;738,07;170,478;141,697
28/09/2011;838,162;8615,65;417,5;953,775;154,94;720,88;168,478;140,885
29/09/2011;814,608;8701,23;411,12;950,726;154,56;725,27;168,982;140,954
30/09/2011;808,079;8700,29;407,01;926,589;154,56;705,84;172,05;142,014
03/10/2011;794,686;8545,48;391,19;893,012;153,19;705,84;174,401;142,992
04/10/2011;770,045;8456,12;381,84;887,606;151,88;694,94;176,797;144,176
05/10/2011;792,74;8382,98;394,34;909,832;151,73;706,03;173,439;143,06
06/10/2011;799,645;8522,02;412,14;940,658;152,79;719,49;170,036;141,904
07/10/2011;822,422;8605,62;429,13;949,281;153,3;719,79;168,982;141,312
10/10/2011;836,07;8605,62;438,98;978,918;153,72;732,55;166,754;140,127
11/10/2011;827,601;8773,68;440,82;983,166;154,48;739,58;166,769;139,976
12/10/2011;847,223;8738,9;448,24;988,733;154,61;742,69;163,014;138,681
13/10/2011;828,113;8823,25;450,21;999,688;154,48;739,53;164,464;139,287
14/10/2011;837,264;8747,96;454,77;1,016,843;154,8;752,47;162,785;138,447
17/10/2011;832,454;8879,6;459,24;995,4;155,17;748,18;164,754;139,094
18/10/2011;822,872;8741,91;446,92;1,002,851;154,31;747,56;167,608;140,568
19/10/2011;835,54;8772,54;454,55;1,000,735;153,95;737,77;165,685;139,7
20/10/2011;804,249;8682,15;442,15;973,357;154,02;729,17;167,471;140,223
21/10/2011;824,921;8678,89;447,95;998,212;154,59;738,74;166,876;139,838
24/10/2011;843,319;8843,98;464,55;1,021,405;155,16;754,75;166,28;139,769
25/10/2011;853,764;8762,31;462,66;1,019,628;155,07;756,7;166,738;139,645
26/10/2011;844,599;8748,47;459,39;1,029,811;155,31;749,08;167,501;140,03
27/10/2011;888,632;8926,54;486,76;1,078,489;156,13;769,69;163,105;138,571
28/10/2011;903,01;9050,47;489,4;1099,2;157,65;767,45;162,113;138,323
31/10/2011;873,543;8988,39;478,01;1,084,333;157,68;759,58;166,143;139,961
01/11/2011;841,838;8835,52;456,93;1,039,635;156,94;748,57;173,087;143,142
02/11/2011;867,28;8640,42;454,6;1,043,766;157,35;751,35;171,378;142,826
03/11/2011;882,681;8640,42;452,43;1,062,458;157,56;759,61;169,378;142,027
04/11/2011;870,477;8801,4;464,54;1,062,296;157,69;760,96;171,011;142,385
07/11/2011;879,756;8767,09;462,85;1,072,982;157,74;764,11;173,179;143,266
08/11/2011;890,023;8655,51;465,22;1,078,908;157,69;768,42;172,98;143,046
09/11/2011;861,337;8755,44;463,77;1,048,535;158,31;758,58;177,956;144,134
10/11/2011;862,186;8500,8;449,24;1,039,646;158,02;755,89;176,475;143,693
11/11/2011;877,378;8514,47;461,73;1,071,208;158,37;760,44;174,506;142,798
14/11/2011;868,006;8603,7;460,42;1,054,944;157,68;756,93;176,765;143,225
15/11/2011;855,027;8541,93;455,92;1,053,821;158,38;760,97;177,864;143,596
16/11/2011;857,356;8463,16;450,78;1,052,639;158,26;763,46;177,33;143,128
17/11/2011;852,602;8479,63;448,76;1,028,655;157,8;743,82;176,399;142,839
18/11/2011;834,485;8374,91;439,87;1,019,469;156,61;741,19;173,529;141,448
21/11/2011;804,647;8348,27;427,65;994,78;154,61;730,92;175,147;142,027
22/11/2011;801,417;8314,74;425,12;987,288;154,97;736,6;173,117;141,586
23/11/2011;783,572;8314,74;410,8;954,054;154,55;726,48;169,759;140,429
24/11/2011;797,842;8165,18;411,25;948,833;154,56;726,48;166,233;139,038
25/11/2011;789,566;8160,01;406,62;936,281;154,27;721,88;165,867;138,488
28/11/2011;815,749;8287,49;421,87;967,975;154,55;731,11;163,883;137,73
29/11/2011;812,596;8477,82;429,45;966,304;155,15;737,38;162,738;137,455
30/11/2011;868,038;8434,61;442,87;1,016,774;155,42;748,03;162,646;137,827
01/12/2011;865,472;8597,38;452,19;1,032,083;156,39;743,82;165,21;138,666
02/12/2011;868,678;8643,75;460,3;1,034,668;157,42;747,5;168,233;139,327
05/12/2011;876,013;8695,98;465,29;1049,98;157,8;746,2;168,202;138,969
06/12/2011;864,981;8575,16;455,44;1,049,284;157,38;747,42;168,996;138,777
07/12/2011;867,834;8722,17;460,49;1,043,783;157,73;741,6;172,094;139,837
08/12/2011;854,294;8664,58;457,04;1,021,571;157,79;735,99;172,765;140,511
09/12/2011;859,932;8536,46;447,02;1,034,447;157,83;736,19;171,651;139,988
12/12/2011;837,507;8653,82;448,28;1,012,353;157,75;726,01;175,391;140,732
13/12/2011;833,025;8552,81;441,74;1,003,564;157,57;731,09;175,894;140,69
14/12/2011;807,224;8519,13;433,2;977,152;157,55;704,79;179,908;141,736
15/12/2011;814,65;8377,37;428,97;982,718;156,33;703,49;180,061;142,174
16/12/2011;819,176;8401,72;433,86;987,437;156,38;706,48;180,412;142,739
19/12/2011;812,315;8296,12;420,48;972,749;155,56;707,77;180,442;142,711
20/12/2011;824,66;8336,48;425,88;1,005,153;155,62;720,45;178,214;142,089
21/12/2011;821,521;8459,98;434,95;997,458;154,87;724,65;177,451;141,891
22/12/2011;835,99;8395,16;431,99;1,008,203;154,65;728,46;177,634;141,948
23/12/2011;844,728;8395,16;438,12;1,011,158;155,09;729,57;178,061;142,018
26/12/2011;844,979;8479,34;438,12;1010,43;154,77;729,57;178,061;142,018
27/12/2011;844,476;8440,56;438,34;1,010,314;154,39;735,14;179,175;142,117
28/12/2011;840,94;8423,62;430,73;985,335;154,85;727,31;179,725;142,47
29/12/2011;837,412;8398,89;429,08;996,507;155,68;726,33;181,052;143,106
30/12/2011;848,897;8455,35;433,38;997,148;155,69;730,52;181,327;143,516
02/01/2012;849,329;8455,35;433,38;1,004,192;155,06;730,52;179,114;142,823
03/01/2012;865,004;8455,35;443,6;1,034,788;155,79;749,66;177,649;142,555
04/01/2012;853,093;8560,11;450,86;1,041,113;155,95;750,56;176,87;142,385
05/01/2012;842,646;8488,71;442,39;1,026,396;155,4;740,93;179,053;142,964
06/01/2012;854,049;8390,35;437,95;1,020,174;154,64;741,66;178,671;143,035
09/01/2012;852,447;8390,35;437,5;1,026,855;153,94;745,49;178,335;143,092
10/01/2012;859,844;8422,26;447,1;1,051,545;153;754,45;177,77;142,88
11/01/2012;854,222;8447,88;449,38;1,052,655;153,37;752,97;178,778;143,346
12/01/2012;862,21;8385,59;449,93;1,061,383;153,01;747,39;179,037;143,374
13/01/2012;851,585;8500,02;450,45;1,048,662;152,54;744,28;181,754;144,151
16/01/2012;866,478;8378,36;447,23;1065,91;152,05;744,28;181,83;144,25
17/01/2012;876,059;8466,4;457,39;1,075,802;151,99;754,15;180,105;143,868
18/01/2012;884,207;8550,58;457,1;1,097,588;152,24;752,25;179,266;143,911
19/01/2012;894,278;8639,68;458,43;1,104,835;151,52;758,48;177,846;143,444
20/01/2012;891,841;8766,36;462,69;1,105,098;151,53;755,29;175,587;142,469
23/01/2012;897,723;8765,9;465,31;1,113,825;151,11;763,95;173,161;141,734
24/01/2012;889,493;8785,33;461,48;1,106,662;151,22;766,69;172,077;141,551
25/01/2012;876,319;8883,69;467,17;1,110,788;152,01;771,59;173,725;141,918
26/01/2012;915,852;8849,47;474,85;1,127,637;152,78;778,19;175,022;142,638
27/01/2012;916,952;8841,22;476,09;1121,64;153,41;778,12;175,434;143,048
30/01/2012;902,703;8793,05;471,78;1,115,196;153,63;771,1;177,739;143,825
31/01/2012;916,877;8802,51;473,26;1,122,534;155,05;769,69;178,472;144,023
01/02/2012;941,258;8809,79;474,08;1149,7;155,39;773,75;178,41;143,754
02/02/2012;951,143;8876,82;478,58;1,155,065;155,93;769,64;178,441;143,74
03/02/2012;955,199;8831,93;478,68;1,165,769;157,05;777,97;176,665;142,989
06/02/2012;945,115;8929,2;481,57;1,171,108;156,68;779,4;177,583;143,06
07/02/2012;943,211;8917,52;482,48;1,176,479;156,37;781,78;175,746;142,706
08/02/2012;952,09;9015,59;484,42;1,177,571;156,44;782,15;173,908;141,899
09/02/2012;954,262;9002,24;483,79;1,176,013;156,27;786,77;172,27;141,545
10/02/2012;928,813;8947,17;473,98;1,151,748;156,12;775,61;174,674;142,38
13/02/2012;939,283;8999,18;480,76;1,171,716;156,61;778,61;174,505;142,267
14/02/2012;935,14;9052,07;473,47;1,157,589;156,8;775,36;175,822;142,621
15/02/2012;935,16;9260,34;476,42;1,157,951;156,24;775,82;177,583;143,159
16/02/2012;916,807;9238,1;468,2;1,164,287;155,49;776,55;178,303;143,385
17/02/2012;932,732;9384,17;469,75;1,176,378;157,21;776,93;177,001;142,705
20/02/2012;943,582;9485,09;479,63;1,180,598;157,43;776,93;175,592;142,167
21/02/2012;939,242;9463,02;479,91;1,176,697;158;789,79;174,964;141,997
22/02/2012;934,771;9554;477,71;1,177,408;158,2;793,45;176,878;142,578
23/02/2012;944,917;9595,57;479,77;1,176,403;158,89;795,42;177,889;142,946
24/02/2012;960,732;9647,38;482,92;1,181,174;160,3;802,16;178,241;143,073
27/02/2012;951,443;9633,93;479,74;1,173,143;160,15;802;179,405;143,654
28/02/2012;967,529;9722,52;480,43;1,187,097;160,52;800,93;180,293;144,022
29/02/2012;982,117;9723,24;486,56;1,181,568;161,36;794,88;179,726;143,965
01/03/2012;982,244;9707,37;481,07;1195,64;161,27;801,9;178,501;143,484
02/03/2012;973,731;9777,03;481,32;1,197,839;161,27;796,77;179,604;143,88
05/03/2012;964,478;9698,59;476,32;1,181,031;162,4;792,55;179,16;143,979
06/03/2012;940,274;9637,63;464,73;1,141,022;161,05;778,76;179,205;144,348
07/03/2012;942,041;9576,06;457,35;1,145,174;158,72;778,99;179,45;144,376
08/03/2012;962,92;9768,96;462,99;1,160,467;159,19;783,54;179,022;144,135
09/03/2012;970,373;9929,74;468,25;1,163,379;159,19;789,25;178,899;144,191
12/03/2012;959,879;9889,86;461,11;1,139,446;160,55;787,63;179,465;144,56
13/03/2012;965,776;9899,08;468,71;1,173,547;160,75;793,25;177,781;144,149
14/03/2012;952,766;10050,52;468,86;1,163,316;161,2;786,3;173,432;142,577
15/03/2012;957,653;10123,28;471,28;1,165,447;161,34;789;172,559;142,109
16/03/2012;955,125;10129,83;473,8;1,166,946;161,34;792,27;170,324;141,132
19/03/2012;959,076;10141,99;476,73;1,168,554;161,41;793,37;170,921;141,175
20/03/2012;946,441;10141,99;469,56;1,153,147;160,63;782,17;171,855;141,118
21/03/2012;944,357;10086,49;465,29;1,152,003;160,88;781,46;173,141;141,613
22/03/2012;930,736;10127,08;464,12;1,138,802;161,09;774,23;176,02;142,676
23/03/2012;933,814;10011,47;467,65;1,143,637;161,09;780,35;177,245;143,228
26/03/2012;945,318;10018,24;469,97;1,165,402;161,31;783,61;175,285;142,52
27/03/2012;955,813;10255,15;472,56;1,163,454;161,26;781,79;175,912;142,817
28/03/2012;940,104;10182,57;472,07;1,144,334;161,67;771,9;176,877;143,44
29/03/2012;928,873;10114,79;468,97;1,136,364;161,11;761,86;177,826;143,978
30/03/2012;938,622;10083,56;470,25;1,142,632;160,78;772,32;178,469;144,021
02/04/2012;948,982;10109,87;471,81;1,153,977;160,69;782,28;178,745;143,95
03/04/2012;949,296;10050,39;471,33;1,149,947;160,77;780,72;178,469;143,978
04/04/2012;911,506;9819,99;464,99;1126,47;160,53;764,71;178,5;144,205
05/04/2012;920,301;9767,61;465,93;1,128,529;159,45;769,65;179,464;144,899
06/04/2012;920,236;9688,45;465,93;1,128,529;159,45;769,65;179,464;144,899
09/04/2012;912,246;9546,26;466,06;1117,41;157,92;767,62;179,786;144,899
10/04/2012;894,662;9538,02;460,91;1,098,807;158,88;754,91;181,439;145,904
11/04/2012;899,923;9458,74;457,97;1,101,837;158,71;758,48;180,659;145,437
