Date;Africa;Japan;Australia;Latinamerica;MiddleEast;Commodities;LongBond;ShortBond
01/01/2004;392,359;10676,64;248,876;297,651;101,47;209,46;116,655;112,249
02/01/2004;403,209;10676,64;250,368;301,863;101,37;211,86;115,941;111,93
05/01/2004;414,399;10825,17;252,667;315,85;101,66;216,82;115,998;111,963
06/01/2004;406,975;10813,99;256,085;317,108;101,75;215,07;116,904;112,487
07/01/2004;402,979;10757,82;254,58;315,041;101,81;214,22;116,943;112,691
08/01/2004;397,797;10837,65;255,64;317,747;102,4;217;116,917;112,792
09/01/2004;395,402;10965,05;257,112;319,549;101,86;217,56;117,911;113,612
12/01/2004;388,375;10965,05;257,015;322,168;101,7;216,81;118,11;113,801
13/01/2004;397,913;10849,68;256,959;321,886;101,43;214,6;117,766;113,559
14/01/2004;388,801;10863;257,78;317,146;101,51;214,16;117,577;113,4
15/01/2004;375,892;10665,15;254,941;314,129;101,38;210,37;117,915;113,59
16/01/2004;381,124;10857,2;252,297;314,308;101,45;214,62;117,518;113,45
19/01/2004;382,354;11036,33;249,308;315,31;101,54;214,62;117,185;113,381
20/01/2004;387,574;11103,1;254,223;319,761;102,06;217,58;117,586;113,658
21/01/2004;385,289;11002,39;256,336;316,466;102,42;217,12;117,329;113,41
22/01/2004;391,179;11000,7;259,385;315,192;102,83;216,9;117,629;113,569
23/01/2004;393,134;11069,01;259,532;316,406;102,57;216,1;118,555;114,103
26/01/2004;395,437;10972,6;258,73;320,991;101,22;214,57;117,089;113,288
27/01/2004;395,308;10928,03;257,981;321,307;101,48;213,59;117,509;113,538
28/01/2004;398,792;10852,47;254,924;315,854;102,67;212,94;117,593;113,488
29/01/2004;391,989;10779,44;248,454;299,576;102,9;210,45;116,04;112,475
30/01/2004;391,092;10783,61;249,242;299,2;102,9;212,72;116,962;112,761
02/02/2004;393,218;10776,73;248,459;300,918;102,9;213,75;116,979;112,847
03/02/2004;401,199;10641,92;250,262;304,705;102,9;213,35;117,074;112,952
04/02/2004;397,708;10447,25;248,443;303,059;103,46;211,62;117,311;113,1
05/02/2004;390,941;10464,6;249,789;295,991;104,13;212,82;117,488;113,255
06/02/2004;394,675;10460,92;251,64;303,162;103,88;212,79;117,862;113,521
09/02/2004;397,519;10402,61;255,143;306,007;104,5;213,71;117,843;113,59
10/02/2004;403,239;10365,4;256,247;307,052;104,84;214,51;117,909;113,606
11/02/2004;399,287;10365,4;257,656;313,767;104,44;215,66;118,124;113,672
12/02/2004;412,702;10459,26;263,219;317,713;105,13;217,2;118,045;113,771
13/02/2004;418,714;10557,69;264,286;314,968;105,01;217,9;118,357;113,912
16/02/2004;414,573;10548,72;264,138;314,563;106,38;217,9;118,331;113,879
17/02/2004;421,305;10701,13;266,466;318,764;106,25;220,62;118,582;114,097
18/02/2004;421,772;10676,81;266,888;316,822;106,04;219,04;118,291;114,144
19/02/2004;419,33;10753,8;265,142;309,326;106,01;220,14;117,39;113,696
20/02/2004;409,726;10720,69;260,545;306,561;105,94;218,56;117,473;113,649
23/02/2004;413,381;10868,96;258,861;307,145;104,81;218,62;117,422;113,669
24/02/2004;411,985;10644,13;259,927;307,302;104,62;220,81;118,164;114,101
25/02/2004;412,64;10658,73;259,01;308,404;104,77;222,48;117,95;114,096
26/02/2004;412,375;10815,29;258,071;308,975;104,46;223,75;117,988;114,055
27/02/2004;414,388;11041,92;260,257;313,22;104,11;225,24;118,697;114,439
01/03/2004;422,196;11271,12;262,318;323,437;103,92;228,61;118,582;114,324
02/03/2004;424,67;11361,51;261,303;321,062;104,14;226,01;118,608;114,226
03/03/2004;412,184;11351,92;253,938;320,237;102,17;221,05;118,002;113,731
04/03/2004;411,622;11401,79;255,413;320,482;100,84;221,89;118,441;113,975
05/03/2004;425,992;11537,29;260,803;322,999;101,4;223,87;119,782;114,948
08/03/2004;423,391;11502,86;259,942;320,155;102,89;220,78;120,851;115,526
09/03/2004;422,721;11532,04;261,989;318,993;102,93;219,8;121,288;115,662
10/03/2004;412,979;11433,24;255,8;311,154;102,79;219,5;121,219;115,457
11/03/2004;404,587;11297,04;251,18;302,683;102,13;222,8;121,722;115,728
12/03/2004;402,891;11162,75;249,039;308,349;101,58;220,94;121,593;115,756
15/03/2004;403,359;11317,9;250,486;304,014;100,49;224,79;121,741;115,914
16/03/2004;404,634;11242,29;254,73;305,999;100,61;227,03;120,869;115,433
17/03/2004;401,251;11436,86;254,498;309,502;100,42;228,76;121,381;115,86
18/03/2004;411,74;11484,28;258,185;311,248;100,65;230,11;121,547;115,871
19/03/2004;410,413;11418,51;258,511;312,309;101,38;230,31;121,606;115,876
22/03/2004;420,226;11318,51;257,211;306,766;101,62;230,85;121,775;115,99
23/03/2004;411,439;11281,09;256,146;306,105;100,98;230,07;121,6;115,88
24/03/2004;404,729;11364,99;254,284;304,698;100,78;229,45;121,829;116,145
25/03/2004;405,943;11530,91;252,928;305,883;100,78;225,35;121,607;116,216
26/03/2004;407,449;11770,65;256,254;309,086;100,41;226,53;121,143;116,067
29/03/2004;415,114;11718,24;256,185;310,118;100,09;226,24;119,88;115,274
30/03/2004;422,135;11693,68;259,426;312,929;100;229,63;120,016;115,352
31/03/2004;425,484;11715,39;262,025;316,208;100,21;230,19;120,425;115,553
01/04/2004;427,245;11683,42;265,719;321,049;101,93;229,73;120,035;115,168
02/04/2004;423,707;11815,95;262,819;323,506;102,24;229,46;118,834;114,123
05/04/2004;426,8;11958,32;261,766;324,812;102,55;227,16;118,419;113,912
06/04/2004;429,282;12079,7;264,514;325,172;102,4;229,39;118,455;114,062
07/04/2004;433,652;12019,62;266,876;322,302;102,49;229,7;118,926;114,317
08/04/2004;431,277;12092,59;265,019;323,573;102,09;229,31;118,803;114,222
09/04/2004;431,249;11897,51;265,019;323,567;102,75;229,31;118,803;114,222
12/04/2004;433,454;12042,7;266,375;324,428;102,48;227,77;118,803;114,222
13/04/2004;423,321;12127,82;261,106;320,516;102,39;221,88;117,597;113,5
14/04/2004;417,833;12098,18;253,196;316,326;102,94;221,97;117,332;113,278
15/04/2004;413,732;11800,4;254,297;312,186;103,5;221,04;117,681;113,406
16/04/2004;421,287;11824,56;255,918;312,375;103,71;222,05;118,57;113,847
19/04/2004;413,324;11764,21;257,838;310,845;103,78;221,66;118,392;113,817
20/04/2004;415,5;11952,26;256,27;306,488;104,46;220,79;117,783;113,416
21/04/2004;399,147;11944,3;253,715;303,193;104,38;215,09;117,701;113,336
22/04/2004;389,878;11980,1;252,014;302,926;104,16;216,64;117,627;113,349
23/04/2004;393,545;12120,66;254,004;307,191;104,05;216,36;117,514;113,221
26/04/2004;396,967;12163,89;254,143;305,487;104,77;217,9;117,519;113,134
27/04/2004;397,354;12044,88;253,681;305,321;102,25;220,68;117,706;113,141
28/04/2004;385,095;12004,29;250,578;294,673;102,82;217,31;117,497;113,101
29/04/2004;381,801;12004,29;245,907;286,427;102,6;218,91;117,431;113,188
30/04/2004;372,243;11761,79;246,699;282,997;101,44;219,72;117,554;113,258
03/05/2004;371,172;11761,79;244,424;285,205;100,15;222,47;117,912;113,465
04/05/2004;381,485;11761,79;248,573;289,002;99,94;225,43;117,743;113,387
05/05/2004;386,07;11761,79;250,309;289,227;102,47;226,48;117,542;113,353
06/05/2004;377,859;11571,34;248,213;278,481;101,79;225,07;116,756;112,932
07/05/2004;370,694;11438,82;240,458;270,104;101,28;224,4;115,799;112,178
10/05/2004;358,805;10884,7;233,353;255,901;101,21;218,44;115,897;112,172
11/05/2004;365,537;10907,18;233,841;265,627;100,8;220,28;115,922;112,243
12/05/2004;365,317;11153,58;236,655;265,035;100,55;220,64;115,335;111,916
13/05/2004;365,378;10825,1;233,729;267,099;100,36;219,75;115,12;111,723
14/05/2004;359,787;10849,63;232,691;267,618;100,29;219,6;115,716;111,998
17/05/2004;361,905;10505,05;231,582;261,024;100,15;218,97;116,268;112,393
18/05/2004;358,116;10711,09;232,388;266,315;100,42;217,7;115,753;112,144
19/05/2004;374,765;10967,74;238,434;269,834;99,91;222,55;115,148;111,796
20/05/2004;371,427;10862,04;235,314;264,55;100,78;220,07;115,401;111,925
21/05/2004;373,932;11070,25;239,593;263,816;99,93;219,83;115,612;112,052
24/05/2004;372,112;11101,64;238,879;267,579;100,08;225,5;115,287;111,779
25/05/2004;378,489;10962,93;240,815;271,425;101,89;224,34;115,624;111,929
26/05/2004;386,247;11152,09;243,235;274,213;101,38;224,5;116,137;112,212
27/05/2004;394,959;11166,03;248,781;278,747;101,1;222,86;116,545;112,596
28/05/2004;395,628;11309,57;247,381;279,494;101,38;224,08;115,994;112,248
31/05/2004;400,462;11236,37;248,149;279,673;101,48;224,08;115,911;112,222
01/06/2004;404,318;11296,76;246,697;277,268;101,53;231,86;115,434;111,856
02/06/2004;401,076;11242,34;244,328;279,614;101,22;225,91;115,222;111,74
03/06/2004;397,506;11027,05;240,659;275,543;101,18;223,55;115,426;111,758
04/06/2004;394,942;11128,05;241,638;279,021;101,06;221,54;115,322;111,63
07/06/2004;401,723;11439,92;246,631;287,589;101,28;222,22;115,543;111,687
08/06/2004;399,375;11521,93;245,432;286,351;101,11;218,56;115,979;111,93
09/06/2004;395,335;11449,74;241,001;281,273;101,11;217,52;115,49;111,643
10/06/2004;395,531;11575,97;243,272;281,734;101,56;217,55;115,793;111,604
11/06/2004;390,384;11526,82;242,301;280,583;102,46;217,55;115,543;111,395
14/06/2004;385,926;11491,66;242,179;275,268;102,91;216,26;115,761;111,401
15/06/2004;387,607;11387,7;240,308;280,036;102,21;215,35;116,74;111,983
16/06/2004;387,24;11641,72;241,045;280,453;101,89;216,53;116,428;111,811
17/06/2004;389,042;11607,9;240,888;281,347;102,01;220,66;116,425;111,731
18/06/2004;398,446;11382,08;244,294;282,544;101,9;221,12;116,999;112,079
21/06/2004;400,406;11600,16;246,312;282,287;102,05;219,36;117,002;112,096
22/06/2004;398,077;11581,27;244,106;281,223;101,62;218,5;116,445;111,929
23/06/2004;397,738;11580,56;245,039;285,257;101,42;219,03;116,305;111,918
24/06/2004;403,349;11744,15;247,893;287,758;101,86;221,49;117,304;112,573
25/06/2004;402,864;11780,4;247,028;287,387;101,82;220,67;116,913;112,308
28/06/2004;407,407;11884,06;247,433;283,611;101,92;216,52;116,228;111,898
29/06/2004;403,254;11860,81;243,878;284,689;102,01;214,25;116,376;111,873
30/06/2004;404,435;11858,87;246,592;288,863;101,51;217,17;117,17;112,339
01/07/2004;404,654;11896,01;249,37;291,274;101,23;220,41;117,053;112,292
02/07/2004;406,574;11721,49;252,346;292,714;100,91;220,07;117,871;112,898
05/07/2004;405,772;11541,71;252,486;293,719;100,87;220,07;117,766;112,84
06/07/2004;398,57;11475,27;254,691;289,329;100,15;223,24;117,731;112,864
07/07/2004;405,539;11384,86;258,245;290,302;100,53;223,77;117,889;113,022
08/07/2004;406,508;11322,23;258,484;287,709;101,56;227,18;117,986;113,078
09/07/2004;406,795;11423,53;257,774;288,608;102,12;228,96;117,948;113,041
12/07/2004;409,484;11582,28;259,706;292,388;103,28;229,78;118,221;113,184
13/07/2004;412,95;11608,62;258,795;292,394;104,26;230,98;117,539;112,772
14/07/2004;413,175;11356,65;255,984;292,732;104,95;237,29;117,626;112,822
15/07/2004;413,371;11409,14;255,595;295,857;106,09;235,45;117,635;112,867
16/07/2004;412,736;11436;258,948;300,774;105,72;235,92;118,398;113,439
19/07/2004;412,174;11436;259,594;299,511;105,51;235,73;118,175;113,366
20/07/2004;409,475;11258,37;256,244;300,629;106,18;233,78;118,055;113,243
21/07/2004;409,477;11433,86;252,004;294,618;107,13;232,12;117,251;112,588
22/07/2004;407,531;11285,04;251,28;292,704;107,16;234,12;118,121;112,957
23/07/2004;401,051;11187,33;247,786;291,509;106,79;233,32;118,361;112,939
26/07/2004;400,937;11159,55;247,887;288,536;106,85;232,52;118,101;112,77
27/07/2004;398,102;11031,54;246,065;292,925;106,66;232,22;117,941;112,645
28/07/2004;403,649;11204,37;245,208;295,112;107,02;234,38;117,55;112,466
29/07/2004;403,984;11116,84;245,088;297,63;107,22;234,44;117,969;112,739
30/07/2004;407,767;11325,78;248,557;299,419;107,89;235,53;118,866;113,243
02/08/2004;406,812;11222,24;250,507;298,959;108,03;235,67;119,013;113,386
03/08/2004;410,678;11140,57;251,476;298,771;108,22;236,08;119,142;113,456
04/08/2004;414,922;11010,02;250,61;296,371;107,72;233,49;119,361;113,556
05/08/2004;413,36;11060,89;249,447;292,607;108,23;235,96;119,849;113,803
06/08/2004;412,645;10972,57;253,114;293,46;108,2;234,85;120,976;114,531
09/08/2004;416,305;10908,7;252,456;293,12;108,61;236,18;120,776;114,477
10/08/2004;412,077;10953,55;251,801;297,625;108,7;235,62;121,011;114,641
11/08/2004;406,629;11049,46;251,077;295,445;108,71;234,43;120,426;114,31
12/08/2004;408,113;11028,07;249,826;296,103;108,49;235,85;120,768;114,512
13/08/2004;409,549;10757,2;250,288;295,781;108,69;238,96;120,994;114,707
16/08/2004;410,08;10687,81;250,176;299,677;108,57;238,54;120,396;114,379
17/08/2004;411,194;10725,97;249,485;303,82;108,69;240;120,662;114,541
18/08/2004;409,421;10774,26;249,308;308,648;108,85;239,68;120,431;114,409
19/08/2004;410,992;10903,53;253,779;311,437;108,99;243,59;120,648;114,509
20/08/2004;413,174;10889,14;254,736;313,382;108,98;242,1;120,841;114,646
23/08/2004;416,503;10960,97;254,786;310,571;109,11;240,78;119,89;114,097
24/08/2004;410,55;10985,33;250,776;311,767;109,74;238,37;120,113;114,158
25/08/2004;411,518;11130,02;250,315;313,702;109,84;234,53;120,752;114,496
26/08/2004;418,046;11129,33;249,525;310,769;110,09;232,74;120,988;114,564
27/08/2004;415,312;11209,59;252,124;311,694;110,59;232,31;120,813;114,531
30/08/2004;417,08;11184,53;250,031;312,334;110,5;232,79;121,088;114,643
31/08/2004;419,695;11081,79;252,615;314,019;109,91;233,07;121,576;114,981
01/09/2004;419,47;11127,35;253,493;314,389;110,13;236,64;121,242;114,828
02/09/2004;423,427;11152,75;251,111;316,301;110,39;235,04;120,836;114,601
03/09/2004;420,771;11022,49;248,7;314,133;110,37;232,56;119,705;113,833
06/09/2004;422,659;11244,37;249,245;316,556;110,3;232,56;119,985;113,957
07/09/2004;416,84;11298,94;250,568;316,962;110,14;231,62;120,072;113,882
08/09/2004;417,918;11279,19;250,778;318,304;110,63;231,06;120,28;113,905
09/09/2004;419,619;11170,96;248,266;317,964;110,61;234,51;121,105;114,379
10/09/2004;427,056;11083,23;252,997;317,973;110,33;233,15;121,557;114,741
13/09/2004;427,212;11253,11;252,809;318,153;110,79;235,93;121,297;114,546
14/09/2004;433,077;11295,58;256,918;321,754;111,41;236,46;121,483;114,648
15/09/2004;426,131;11158,58;253,728;322,332;111,39;235,69;121,412;114,599
16/09/2004;431,753;11139,36;255,18;326,647;111,51;236,06;121,536;114,659
17/09/2004;435,726;11082,49;254,628;330,72;111,49;238,2;121,902;114,917
20/09/2004;439,837;11082,49;255,875;332,127;112,02;239,75;122,227;115,071
21/09/2004;443,538;11080,87;256,404;332,984;113,01;243,68;122,295;115,07
22/09/2004;440,657;11019,41;259,27;330,423;112,7;246,68;123,011;115,337
23/09/2004;445,311;11019,41;262,344;332,125;112,93;247,83;123,586;115,637
24/09/2004;446,627;10895,16;260,525;332,59;113,19;246,62;123,196;115,415
27/09/2004;444,407;10859,32;260,636;329,725;113,3;248,6;123,746;115,723
28/09/2004;448,61;10815,57;262,667;336,129;112,92;248,68;123,716;115,696
29/09/2004;450,795;10786,1;263,757;338,109;112,33;251,14;122,627;115,22
30/09/2004;451,586;10823,57;267,955;338,506;111,98;253,48;122,496;115,283
01/10/2004;453,915;10985,17;267,402;344,636;112,57;253,15;121,983;115,009
04/10/2004;451,571;11279,63;268,111;349,875;112,51;251,85;121,81;114,849
05/10/2004;448,072;11281,83;270,18;351,416;112,1;255,26;122,534;115,199
06/10/2004;453,068;11385,38;270,552;350,126;112,35;257,95;122,684;115,237
07/10/2004;452,508;11354,59;271,604;348,281;112,37;264,3;122,255;115,012
08/10/2004;456,711;11349,35;273,636;347,964;111,9;272,18;123,239;115,655
11/10/2004;453,931;11349,35;274,504;348,099;112,23;276,88;122,846;115,563
12/10/2004;445,986;11201,81;274,421;347,621;112,22;277,57;123,555;115,932
13/10/2004;438,587;11195,99;272,292;339,918;112,16;277,14;123,66;115,936
14/10/2004;444,732;11034,29;274,401;335,463;112,41;278,36;124,002;116,17
15/10/2004;452,638;10982,95;275,212;339,6;111,59;280,55;123,803;116,121
18/10/2004;455,036;10965,62;272,623;340,065;110,86;276,72;123,808;116,213
19/10/2004;456,144;11064,86;273,849;336,725;111,06;278,76;123,27;115,971
20/10/2004;452,315;10882,18;275,515;335,025;112,34;281,03;124,112;116,439
21/10/2004;459,699;10789,23;276,743;342,166;111,89;281,94;124,078;116,377
22/10/2004;462,138;10857,13;277,277;341,741;110,88;282,96;124,188;116,449
25/10/2004;461,074;10659,15;278,012;337,792;110,86;281,53;124,487;116,742
26/10/2004;462,822;10672,46;279,49;341,329;110,99;284,54;124,412;116,763
27/10/2004;472,184;10691,95;283,403;346,338;111,32;280,44;124,46;116,654
28/10/2004;469,604;10853,12;285,005;343,982;112,15;277,53;123,8;116,15
29/10/2004;464,509;10771,42;285,865;347,58;112,03;280,2;123,888;116,273
01/11/2004;471,691;10734,71;286,964;348,51;111,89;276,01;124,027;116,372
02/11/2004;469,324;10887,81;286,69;349,926;111,59;274,5;123,427;115,952
03/11/2004;475,753;10887,81;293,027;354,581;111,7;277,27;123,664;116,067
04/11/2004;477,894;10946,27;294,672;357,697;111,71;275,41;124,696;116,559
05/11/2004;481,001;11061,77;296,085;357,004;112,18;276,26;123,886;116,077
08/11/2004;480,082;10983,83;293,291;353,219;112,89;274,71;124,186;116,109
09/11/2004;482,345;10964,87;294,317;354,208;113,16;271,94;124,54;116,311
10/11/2004;482,882;10994,96;295,63;356,592;113,46;274,75;124,742;116,324
11/11/2004;487,288;10846,92;298,07;358,48;113,82;272,71;125,399;116,78
12/11/2004;487,514;11019,98;300,436;363,465;113,86;273,71;126,209;117,133
15/11/2004;492,557;11227,57;302,752;363,718;113,85;274,13;126,427;117,23
16/11/2004;493,661;11161,75;302,966;360,915;114,16;272,31;127,036;117,493
17/11/2004;499,199;11131,29;306,214;366,069;114,15;276,61;126,47;117,239
18/11/2004;497,678;11082,42;304,742;363,978;114,87;274,92;125,761;116,901
19/11/2004;498,198;11082,84;306,96;360,757;116,68;276,94;126,243;117,068
22/11/2004;495,016;10849,39;304,462;361,843;117,62;275,48;126,674;117,333
23/11/2004;497,054;10849,39;307,67;362,616;119,23;277,22;126,948;117,454
24/11/2004;501,148;10872,33;310,377;365,269;119,18;281,49;126,869;117,468
25/11/2004;508,562;10900,34;314,151;369,47;120,5;281,49;127,396;117,704
26/11/2004;515,597;10833,75;313,017;373,119;121,34;280,5;127,656;117,717
29/11/2004;526,897;10977,89;312,43;372,848;122,21;280,38;126,827;117,38
30/11/2004;521,757;10899,25;308,973;376,644;122,93;278,41;127,062;117,507
01/12/2004;525,491;10784,25;306,314;381,46;123,3;272,75;127,105;117,531
02/12/2004;518,526;10973,07;309,651;378,464;123,85;264,86;126,509;117,143
03/12/2004;522,025;11074,89;309,542;382,233;124,35;264,61;127,646;117,809
06/12/2004;519,663;10981,96;310,472;382,6;124,74;265,71;128,555;118,304
07/12/2004;517,481;10873,63;308,234;376,532;126,08;261,7;128,914;118,574
08/12/2004;504,08;10941,37;297,32;373,983;127,48;260,39;129,548;118,81
09/12/2004;505,506;10776,63;295,593;368,198;128,19;260,99;130,439;119,193
10/12/2004;507,621;10756,8;295,736;374,547;129,34;257,7;130,88;119,274
13/12/2004;516,303;10789,25;298,855;378,699;130,56;261,52;131,229;119,404
14/12/2004;519,224;10915,58;300,684;383,496;132,73;261,89;131,243;119,435
15/12/2004;522,25;10956,46;304,62;386,001;133,7;267,29;132,555;119,983
16/12/2004;519,325;10924,37;303,491;388,786;132,8;266,18;132,315;119,724
17/12/2004;520,226;11078,32;305,286;388,556;133,42;271,8;131,616;119,296
20/12/2004;527,442;11103,42;308,74;392,013;133,85;272,06;131,812;119,435
21/12/2004;529,932;11125,92;310,391;397,015;133,2;272,61;131,141;119,102
22/12/2004;533,482;11209,44;311,902;396,149;132,37;269,96;130,983;119,075
23/12/2004;538,248;11209,44;311,945;399,359;131,95;270,36;131,442;119,438
24/12/2004;537,198;11365,48;315,448;400,477;131,85;270,36;131,442;119,438
27/12/2004;540,299;11362,35;317,595;400,687;132,02;266,36;131,015;119,237
28/12/2004;543,17;11424,13;317,759;402,529;132,43;266,8;129,823;118,701
29/12/2004;539,068;11381,56;316,326;404,015;133,79;268,84;129,22;118,378
30/12/2004;542,031;11488,76;318,835;406,397;134,78;269,79;129,461;118,571
31/12/2004;545,854;11488,76;321,28;406,581;136,72;269,26;129,461;118,571
03/01/2005;550,41;11488,76;318,39;403,062;139,36;266,3;130,479;119,029
04/01/2005;530,938;11517,75;315,417;389,722;138,54;262,85;130,147;118,847
05/01/2005;522,22;11437,52;313,08;386,476;138,68;263,04;130,321;118,829
06/01/2005;507,235;11492,26;310,256;382,219;139,46;266,99;131,094;119,139
07/01/2005;505,353;11433,24;311,684;383,385;141,03;267,89;131,727;119,317
10/01/2005;512,732;11433,24;313,336;384,8;141,38;268,03;131,919;119,472
11/01/2005;512,698;11539,99;315,054;381,198;143,55;269,82;131,822;119,409
12/01/2005;516,176;11453,39;317,488;383,493;145,3;269,87;131,787;119,391
13/01/2005;512,281;11358,22;316,252;388,387;146,35;273,35;132,474;119,713
14/01/2005;512,606;11438,39;313,411;391,46;147,42;272,47;133,029;119,75
17/01/2005;501,823;11487,1;314,193;390,173;146,79;272,47;133,588;119,905
18/01/2005;494,991;11423,26;311,989;387,079;147,86;272,46;134,117;119,973
19/01/2005;495,093;11405,34;313,2;389,184;147,86;272,41;135,034;120,12
20/01/2005;489,694;11284,77;312,171;381,18;147,86;271,15;133,45;119,545
21/01/2005;497,309;11238,37;315,215;384,173;146,46;274,17;133,228;119,602
24/01/2005;505,89;11289,49;316,027;388,281;146,99;274,91;134,101;119,893
25/01/2005;504,929;11276,91;315,28;388,831;146,98;276,01;134,474;119,886
26/01/2005;508,836;11376,57;319,321;393,608;146,79;276,32;134,299;119,678
27/01/2005;516,23;11341,31;323,869;391,477;146,93;274,93;133,899;119,399
28/01/2005;514,647;11320,58;322,763;392,468;147,44;272,56;134,417;119,806
31/01/2005;521,358;11387,59;324,083;399,341;148,86;274,82;135,011;119,934
01/02/2005;515,688;11384,4;324,477;403,596;149,36;273;135,166;119,947
02/02/2005;512,084;11407,14;326,902;405,593;151,18;270,87;135,446;119,837
03/02/2005;506,323;11389,35;325,465;409,925;153,22;269,87;135,474;119,709
04/02/2005;508,331;11360,4;327,183;417,404;154,19;268,97;137,258;120,343
07/02/2005;500,908;11499,86;329,613;417,013;154,22;268,03;138,326;120,48
08/02/2005;496,325;11490,43;325,098;414,814;152,96;268,75;138,4;120,567
09/02/2005;502,023;11473,35;325,786;422,941;153,43;268,89;139,208;120,881
10/02/2005;507,568;11553,56;332,427;423,608;153,9;273,41;138,994;120,935
11/02/2005;514,026;11553,56;332,854;424,829;156,66;273,32;137,723;120,638
14/02/2005;519,718;11632,2;332,855;427,1;159,02;274,99;137,109;120,42
15/02/2005;518,93;11646,49;330,832;430,385;163,51;276,03;136,859;120,258
16/02/2005;523,921;11601,68;330,088;426,173;167,45;276,52;136,002;119,913
17/02/2005;531,363;11582,72;333,784;432,844;165,99;276,96;135,463;119,686
18/02/2005;533,771;11660,12;333,641;431,51;167,51;279,37;133,004;118,726
21/02/2005;536,894;11651,02;335,16;432,761;168,14;279,37;132,417;118,389
22/02/2005;549,815;11597,71;335,695;434,037;168,61;287,35;132,394;118,41
23/02/2005;546,825;11500,18;329,89;438,947;170,51;288,59;132,273;118,503
24/02/2005;548,841;11531,15;327,729;448,903;173,17;287,15;131,344;118,065
25/02/2005;550,649;11658,25;330,013;448,762;176,93;289,24;131,344;118,065
28/02/2005;558,912;11740,6;337,401;449,8;180,8;292,47;132,161;118,37
01/03/2005;555,473;11780,53;335,309;444,962;184,78;291,15;131,259;118,047
02/03/2005;546,982;11813,71;333,938;444,294;189,74;293,68;129,92;117,57
03/03/2005;545,078;11856,46;335,383;446,839;195,12;296,1;130,086;117,776
04/03/2005;556,246;11873,05;339,964;454,493;200,79;296,84;131,718;118,411
07/03/2005;556,283;11925,36;341,437;456,338;203,21;297,01;132,229;118,597
08/03/2005;568,246;11886,91;344,706;448,662;205,23;301,06;131,31;118,242
09/03/2005;570,392;11966,69;342,051;441,234;202,56;302,67;130,284;117,774
10/03/2005;562,771;11864,91;339,323;434,185;201,42;301,33;129,624;117,774
11/03/2005;565,244;11923,89;339,594;435,556;207,42;304,4;129,817;117,774
14/03/2005;553,772;11850,25;339,328;424,579;210,87;303,78;129,779;117,697
15/03/2005;540,47;11821,09;339,815;418,07;213,62;306,85;131,205;118,311
16/03/2005;536,236;11873,18;343,197;420,639;215,43;309,64;132,386;118,675
17/03/2005;534,54;11775,5;341,936;425,204;217,05;308,14;132,016;118,539
18/03/2005;537,543;11879,81;342,337;423,696;216,47;308,26;131,581;118,371
21/03/2005;532,396;11879,81;341,527;419,633;215,96;306,05;131,308;118,092
22/03/2005;530,639;11841,97;340,215;416,025;213,5;305,08;132,192;118,468
23/03/2005;514,076;11739,12;328,594;404,477;214,46;299,25;131,357;117,997
24/03/2005;506,564;11745,97;324,668;408,883;215,78;300,06;131,8;118,31
25/03/2005;506,651;11761,1;324,668;408,879;212,6;300,06;131,8;118,31
28/03/2005;496,751;11792,3;323,511;404,196;209,37;299,42;131,8;118,31
29/03/2005;497,427;11599,82;321,036;400,201;211,17;300,07;131,951;118,369
30/03/2005;500,264;11565,88;321,759;407,796;216,28;301,38;132,307;118,622
31/03/2005;511,167;11668,95;323,207;413,152;223,23;306,32;133,053;119,063
01/04/2005;520,997;11723,63;325,297;415,571;227,25;307,57;133,063;119,201
04/04/2005;508,533;11667,54;321,285;408,651;222,68;306,13;133,746;119,487
05/04/2005;511,444;11774,31;322,253;408,029;219,22;303,89;133,357;119,339
06/04/2005;518,929;11827,16;320,348;406,661;216,11;304,16;132,935;119,403
07/04/2005;518,997;11810,99;322,831;414,391;216,04;305,28;133,389;119,81
08/04/2005;516,3;11874,75;325,932;412,072;216,73;306,59;132,027;119,474
11/04/2005;516,534;11745,64;325,441;413,826;213,73;312,48;132,801;119,704
12/04/2005;510,606;11670,3;325,826;412,387;213,59;313,5;133,255;119,874
13/04/2005;509,645;11637,52;327,251;412,227;213;312,8;133,573;120,119
14/04/2005;501,972;11563,17;320,683;399,981;212,01;312,3;133,196;119,946
15/04/2005;502,565;11370,69;314,793;391,003;213,48;311,48;133,68;120,322
18/04/2005;499,602;10938,44;308,051;388,581;215,33;309,66;134,194;120,631
19/04/2005;506,909;11065,86;314,114;400,511;220,61;316,9;134,907;120,812
20/04/2005;510,188;11088,58;316,818;397,237;225,12;319,93;134,691;120,707
21/04/2005;510,164;10984,39;317,203;400,137;225,02;319,24;134,575;120,572
22/04/2005;510,991;11045,95;321,368;398,414;227,14;321,17;134,651;120,554
25/04/2005;507,237;11073,77;319,705;406,522;226,43;320,88;135,239;120,764
26/04/2005;513,139;11035,83;318,798;410,108;225,34;320,6;135,388;120,78
27/04/2005;513,844;11005,42;317,816;406,206;225,38;314,47;136,17;121,118
28/04/2005;499,06;11008,9;318,125;396,076;228,14;314,17;136,195;121,215
29/04/2005;505,023;11008,9;316,81;397,979;226,32;312,51;136,42;121,269
02/05/2005;503,827;11002,11;318,247;400,948;226,76;312,88;136,319;121,195
03/05/2005;506,684;11002,11;314,057;401,228;223,67;308,1;136,799;121,464
